total_rooms,total_bedrooms,population,households,house_value
1677,327,770,309,93400
790,137,365,152,115200
2221,459,952,440,105700
1535,276,664,273,97300
2636,523,1184,465,108600
1384,257,557,232,104900
2487,485,1110,453,110200
1676,332,733,318,103800
908,206,481,211,80800
2263,497,1138,455,87300
2447,556,1157,556,85500
2431,512,1026,427,85000
1759,366,788,359,93500
1599,318,794,303,96700
2598,482,1151,490,109700
2063,559,934,529,85800
1173,261,523,258,92800
1296,296,569,257,70500
1808,334,763,335,121800
2748,556,1174,514,102600
3502,655,1763,613,101200
2836,522,1163,512,168300
1619,292,705,285,126100
1646,330,750,344,83800
2888,591,984,499,92600
1677,345,844,330,111200
1896,408,893,334,87500
1583,331,730,306,87500
2828,610,986,391,94700
632,148,221,102,62500
1483,284,481,211,83300
2490,527,1229,497,85700
818,197,358,197,79500
1957,429,945,397,53600
1733,421,1861,415,65200
886,204,576,205,84100
5549,1000,1822,919,142300
848,153,436,155,93800
1652,325,790,292,90800
1554,242,553,230,91800
3720,636,1304,607,97500
1806,293,683,295,91200
1030,161,448,159,73800
1028,185,471,186,86400
3585,757,1887,765,62100
3085,610,1688,575,72200
1551,353,684,310,57600
827,198,396,161,58300
1050,288,485,260,51700
1064,245,603,190,57900
1885,385,871,347,53100
2023,469,1073,436,56100
2409,490,1384,479,58000
1865,372,1087,385,56700
1947,383,925,337,57600
2105,416,974,385,63300
1610,324,909,323,59800
1387,325,640,289,65200
202,54,145,40,42500
3215,827,2041,737,45100
1438,310,779,275,39400
1537,329,617,274,50300
2896,596,1809,617,53800
1724,315,939,302,53900
461,107,284,90,41800
2505,468,1174,429,88900
1462,241,569,231,82600
1217,238,677,233,63600
2628,494,1364,468,59400
2278,523,1185,475,60600
1340,255,662,239,57100
1434,283,811,289,49000
2119,389,1079,374,80400
3659,735,1970,667,96200
189,34,121,37,60000
720,150,359,138,61300
2515,482,1284,462,73800
2599,502,1241,502,86300
1003,251,1098,227,86400
1217,224,537,187,84600
812,154,374,142,73500
2220,471,1170,428,56200
1852,373,911,365,57000
1210,243,523,242,63900
2330,495,1505,470,56000
842,186,635,165,63000
2596,435,1100,409,85500
1019,192,501,185,81300
1432,284,862,275,57600
1814,342,941,323,59400
1687,327,864,334,81900
1105,180,408,166,82100
4221,781,1516,697,116000
1566,325,785,291,116100
2745,559,1150,491,94900
1199,224,463,199,92200
736,148,339,140,79900
7450,1475,2233,930,133000
3758,715,1777,615,122600
1003,235,538,190,90400
3120,641,1319,526,93200
2029,387,1000,364,125900
3585,680,1800,598,133100
7188,1288,3175,1115,130600
3095,681,1341,546,104000
2685,543,1061,492,101600
2967,611,1387,564,92600
4110,847,1796,706,122300
763,161,311,125,112500
1326,307,563,237,86600
1435,294,668,267,77400
2912,663,999,411,91900
1463,338,529,226,100900
1411,312,592,230,94700
1504,358,661,250,84800
4300,845,1480,609,139900
3757,722,546,223,121400
2962,546,252,103,155800
5497,1056,997,408,111500
4401,829,924,383,123500
4495,856,1149,459,113700
3486,695,298,124,103800
3297,662,267,97,108300
1568,369,82,33,77500
1096,218,657,199,65800
1548,323,815,286,67500
3832,774,2435,747,59200
6440,1204,3266,1142,72000
1446,295,670,281,92800
224,38,120,45,112500
266,62,154,49,75000
1064,174,434,147,108000
4169,895,2587,810,65500
1064,230,494,175,61500
2791,552,1395,476,62700
1629,386,551,214,68800
1592,372,781,307,69100
1989,392,985,396,75800
1214,250,660,249,75000
701,130,271,89,112500
3144,694,1095,482,192400
2549,596,1169,500,209400
2019,411,888,326,183800
9217,1522,3578,1272,189100
7957,1314,4460,1293,156500
7105,1143,3523,1088,168800
3388,599,1707,575,162800
3079,519,1562,512,172900
3861,718,2085,707,129700
1046,195,527,164,213500
1014,225,704,238,119400
1710,320,861,300,131100
1850,441,1348,403,125400
2396,452,1391,465,151400
2055,358,1064,350,263100
1962,291,825,267,187100
2005,405,972,403,156700
4980,774,2399,763,186300
3258,612,1779,558,152500
2479,394,1075,350,241400
14684,2252,4276,1722,340900
1428,287,989,287,154400
1999,415,967,320,253900
2273,495,1088,447,109400
1942,430,1074,393,105100
1124,245,528,226,128500
176,43,101,40,93800
1017,253,798,266,99100
1120,281,625,239,96400
3018,606,1614,568,127000
66,22,37,21,87500
2688,469,1216,422,133900
4032,814,1749,618,146800
3090,593,1588,566,124700
3184,581,1399,548,110200
3058,567,1351,523,130800
2371,375,1094,396,174500
2983,534,1417,510,168100
2807,445,1315,437,170400
2331,359,1086,340,150800
3995,605,1969,607,165200
1265,254,587,247,93500
2070,452,985,420,113400
2724,579,1400,540,97300
3268,567,1714,565,131000
3364,570,1806,566,133400
2269,584,1239,542,100000
6365,1646,3838,1458,103600
1710,288,799,259,145300
1150,174,572,174,152400
1970,296,935,279,145900
2741,449,1507,460,142500
2572,738,1384,684,75800
4545,952,2188,901,126100
2380,385,1292,388,142600
2919,462,1456,453,164700
1141,234,562,213,108500
4156,609,1878,586,178600
3646,534,1651,535,164700
2738,475,1316,459,122500
3077,465,1575,446,179500
5623,780,2429,716,205100
2769,619,1045,469,158600
1489,331,838,259,90200
242,59,188,54,67500
2264,439,1403,476,99400
1225,250,725,231,101400
2982,689,1831,608,87700
2112,466,1249,382,87000
2707,550,1827,545,94600
1560,369,1037,372,181800
3644,746,2229,678,117800
2605,440,1352,408,140300
5329,1284,2827,1202,150000
4114,743,1994,722,134400
721,117,367,129,151900
4075,927,2239,849,165200
3216,464,1504,453,161700
2171,597,928,461,170500
3787,515,1606,507,174200
2713,442,1475,415,144100
2203,312,1051,311,163900
3639,751,2362,641,103900
1497,360,943,341,122200
2604,454,1696,481,136000
2750,479,1526,484,156500
1000,188,663,212,99200
3779,766,2356,722,110600
1930,363,990,322,162200
2677,368,1288,375,177500
1632,248,879,262,166000
2294,389,1142,365,160800
1524,286,940,308,154800
5526,,3207,1012,143100
1654,478,1141,420,87100
2691,542,1409,505,95300
3360,833,2041,810,100700
5765,1170,3266,1131,113900
2176,464,1410,434,100200
1840,355,1288,338,125000
2966,558,1687,527,129800
2505,554,1595,498,83500
3685,685,1939,649,139800
2810,518,1640,503,98500
1465,247,817,237,156900
2341,408,1235,431,165900
1625,432,825,385,133900
118,34,54,30,225000
2378,508,940,451,166000
2123,494,859,474,144800
1760,341,741,316,178300
1262,309,608,298,139300
2821,652,1206,640,150800
1800,290,761,277,196100
1313,306,575,231,116100
1345,272,718,283,129400
6992,1404,3221,1334,166400
1300,263,691,239,126500
1738,355,837,363,135700
2225,367,864,381,172400
1742,339,1128,345,113700
4308,824,2086,776,159700
978,202,462,184,156300
10191,1882,4377,1789,204200
3424,583,1460,543,212600
4657,739,1914,732,199900
3073,506,1773,493,205400
3913,710,1782,676,206700
2864,514,1300,507,287700
2643,439,1105,467,245200
5303,779,2017,727,294100
4371,679,1790,660,297300
5381,871,2296,872,211000
1660,277,741,261,225400
4326,655,1753,646,269600
3796,650,1679,611,228200
1374,206,569,235,235500
3310,574,1811,597,166900
6915,1639,2940,1468,186100
1705,353,856,341,211800
1692,290,836,289,197100
1784,313,788,304,189600
9135,1534,3748,1502,266000
2213,386,950,370,186400
2199,388,1025,385,190000
3173,548,1351,536,243000
1043,157,425,148,235600
1217,199,552,194,196200
7136,1691,2959,1507,182000
1408,277,738,269,169400
4162,1194,1804,1185,179300
4005,972,1896,893,235700
2639,488,1111,476,205100
1260,276,707,221,220800
4043,689,1832,662,233200
2185,357,943,366,232100
1454,234,683,258,265700
1339,209,601,209,247900
6895,1022,2634,1022,273200
3077,733,1447,709,91100
1504,279,749,267,134500
2765,495,1478,441,136200
60,10,65,19,250000
2445,469,721,474,87500
1319,316,384,269,137500
2476,472,1213,393,136400
1085,217,356,232,75000
1209,477,627,482,156300
974,316,631,286,140600
3577,581,1753,593,178300
3228,562,1666,588,175900
2675,541,1378,480,139900
2842,567,1261,535,138200
2965,533,1591,472,178200
3103,537,1614,566,169300
2247,416,1237,397,161900
1755,327,882,350,166600
1254,252,498,217,148900
1476,336,777,297,165500
2001,373,956,370,194000
1013,169,436,173,226900
2491,428,1171,431,202800
3012,527,1288,512,211500
1797,401,756,369,165500
1474,343,782,331,161700
4035,641,1881,659,192300
2030,337,867,341,193200
2293,411,969,399,184000
2839,428,1372,443,217200
1192,201,535,172,182000
404,77,237,88,161300
1256,267,638,252,161000
1900,401,918,351,144900
2739,393,1072,374,259500
1691,289,807,296,210500
1330,183,656,205,244100
1433,290,877,313,184800
1838,273,899,270,229200
3418,740,1583,676,196100
2987,,1420,540,204100
1977,264,817,273,240200
2714,390,1232,409,231100
2738,428,1316,430,213200
2823,509,1271,474,207200
3320,589,1470,543,184100
3364,666,1980,678,179000
4071,713,2033,647,190700
3216,765,1627,715,167800
4253,709,1883,662,246700
5048,1122,2209,1014,126700
3324,479,1470,461,260400
2756,423,1228,426,200600
6290,854,2724,820,267400
2984,406,1317,397,265900
3259,498,1250,478,206200
2342,436,1191,416,171000
1613,338,865,336,151100
2470,626,1174,573,160900
3968,931,2629,903,166700
2913,723,1705,693,106300
6445,1839,3621,1735,112500
1323,245,705,261,151000
1143,346,578,298,151800
2190,384,1154,401,159800
1207,252,724,252,165700
2587,729,1500,623,175000
3513,791,1875,694,182000
563,107,246,123,190800
3866,539,1555,513,298200
2615,368,935,366,305100
2636,691,1142,627,162500
3287,793,1601,716,220500
1205,260,608,272,208300
1955,313,804,317,202300
3526,510,1660,508,237000
3516,661,1465,623,213100
3741,,1339,499,322300
3192,612,1317,594,267100
1619,224,706,220,268000
2077,298,937,292,273600
2214,256,848,239,339200
2652,335,1062,334,330200
1653,334,814,328,163100
5732,873,2444,888,231400
2105,354,993,365,227800
866,138,341,133,197100
5175,1213,2804,1091,144600
5541,776,2214,737,279300
4712,624,1773,615,344800
4274,1153,1503,881,266500
7803,1603,2957,1546,184900
12713,2558,4741,2412,234700
5077,640,1872,636,351200
3318,408,1124,393,358800
10093,1269,3645,1219,367700
5438,871,2310,890,275300
5393,1422,2133,1288,232800
5869,1685,2669,1554,216100
4985,1590,2575,1458,114300
1544,244,614,238,226000
7201,1521,3264,1433,252100
3872,739,1629,684,225000
2377,469,1068,435,250000
1733,265,796,274,264900
1731,295,810,295,259800
1550,277,638,254,292500
1075,170,486,173,306800
9576,1455,3486,1380,306900
3410,746,1428,670,266800
3018,501,1223,489,283900
4133,770,1691,744,288000
2139,343,809,340,268800
757,124,319,123,263300
4781,703,1879,714,340900
2296,329,847,322,397500
4125,1020,1699,873,271000
2676,484,986,473,335700
1677,269,689,283,310600
2423,322,998,346,349100
4498,862,1818,851,321200
5467,1044,2310,963,275800
6349,858,2450,778,356200
3250,550,1230,557,312700
3025,477,1035,452,390600
6039,780,2181,761,469400
1980,291,861,290,258200
6719,1068,2843,994,260300
2564,347,1043,351,275000
831,231,404,224,350000
1127,170,518,167,250000
5721,837,2653,813,266000
2559,370,1238,377,269800
1407,327,501,295,157200
3326,419,1272,402,343500
5121,735,2464,761,296100
5688,824,2111,773,312500
3354,422,1457,425,345800
2498,330,1027,343,343700
2903,387,1127,372,359100
6488,778,2404,765,403400
3279,418,1222,381,356000
11336,1657,4089,1555,369200
3873,484,1451,501,341300
14652,2826,5613,2579,356700
3865,463,1548,432,425100
6875,1439,2889,1307,356100
2255,269,876,258,461400
452,51,140,43,432400
227,35,114,49,434700
200,20,25,9,350000
3743,581,1633,567,381900
7241,1007,3221,947,324600
2865,389,1376,417,399300
1879,265,729,263,443800
3917,549,1330,544,386600
2206,458,926,432,256400
1248,271,579,269,200000
5948,738,1997,710,500001
8213,1364,3283,1286,294800
465,83,146,75,188500
6200,907,2286,896,359300
3521,447,1396,467,358700
3031,438,1087,421,287300
3056,369,1209,377,441400
3004,393,1145,376,494000
8953,1074,3011,993,500001
1029,126,416,122,500001
7479,977,2744,943,398200
7681,946,2777,908,500001
3209,379,1199,392,500001
2939,380,1177,396,372000
9117,1248,3280,1167,351300
7178,898,2823,907,450400
10212,1424,4083,1374,382200
4949,626,1850,590,500001
827,144,368,136,294400
5738,746,2099,732,500001
5683,755,1962,723,455300
880,139,352,132,406500
3282,653,1398,601,310300
2372,516,1067,492,279500
4005,614,1602,606,348200
2785,362,1001,363,433300
3227,733,1260,684,257100
744,214,295,169,350000
1820,220,728,229,426100
6986,1096,2865,1124,394400
1077,318,590,264,387200
2059,462,410,294,99400
2947,,825,626,85000
6130,1359,1750,1286,102700
7475,1556,2092,1449,186500
1025,205,263,191,155000
5187,1014,1512,986,252400
1102,224,317,208,206300
2405,564,680,531,73400
3701,528,1511,517,367100
5484,760,2212,770,402600
3398,500,1351,457,314200
5252,686,1870,657,454100
1320,159,1722,141,500001
4048,513,1486,498,416500
2269,317,918,313,364500
5130,741,1887,712,369900
2045,237,830,252,500001
6201,1182,2415,1141,314000
9147,1276,3371,1269,389900
2131,343,874,373,355600
4596,705,1480,650,370200
3359,493,1298,483,404300
542,119,231,121,354200
4449,636,1684,617,399700
1779,241,721,258,434500
3633,508,1393,506,401800
3626,502,1348,480,423200
1261,177,472,183,438000
95,13,31,15,475000
3881,560,1315,517,367500
1065,160,398,155,378100
7200,876,2428,843,500001
2107,287,740,280,500001
4760,610,1511,572,500001
4845,735,1634,734,499000
7505,1089,3325,1016,204200
1584,236,615,202,166800
17032,2546,7653,2359,213700
1133,244,716,235,162500
2836,373,959,335,500001
11444,1355,3898,1257,500001
3477,416,1216,395,500001
4711,659,2089,621,485400
3129,707,1606,698,210100
3084,505,1557,501,194700
4026,791,1850,709,181200
3153,411,1318,431,285400
3241,464,1552,494,307000
2808,337,1038,337,353600
2638,345,1055,334,365800
1780,224,764,226,427700
2085,292,852,264,366700
5332,884,2093,839,237400
2541,355,986,346,288000
1610,198,703,217,329400
1299,174,533,180,291700
3421,427,1341,428,320400
2876,391,1089,377,286900
2169,262,877,245,312600
1469,216,578,219,253600
1803,267,946,266,205100
3338,532,1834,520,197600
2150,327,1094,324,198500
6306,962,2581,911,310700
1350,266,490,257,171100
1736,358,638,297,147100
2735,559,1076,487,155700
3029,500,1236,487,197000
2239,361,928,353,203700
1685,405,835,372,134500
1631,282,752,288,150200
2512,539,1179,480,123000
1255,297,779,307,147700
7999,1611,3596,1396,174200
2335,413,980,417,178900
4986,1081,2805,1016,173200
2159,393,981,369,175400
1712,317,956,341,162000
3735,641,1708,633,191100
4123,874,1895,772,195000
3801,622,1654,571,193300
2038,329,947,349,198000
4921,737,2312,725,243200
3455,479,1375,474,218600
3846,786,2053,716,184800
3751,565,1949,555,269400
2084,315,1154,307,235600
2978,411,1531,400,237700
2338,391,1003,398,170500
678,104,318,91,246400
1216,166,572,178,240300
1592,242,969,233,248700
6265,908,3326,872,272900
2133,347,850,350,209800
1579,243,734,264,201000
15259,2275,7266,2338,272400
4030,772,1777,718,184000
2854,528,1211,452,164700
3426,632,1512,580,227400
1811,377,911,340,149700
7578,1426,3637,1362,190000
1887,353,895,359,196600
1794,349,810,335,191400
2172,403,945,384,194200
1425,245,573,239,185000
6508,1137,3259,1081,157800
3807,806,1821,792,164300
2347,464,1135,490,161000
3054,492,1495,496,171100
3779,711,2493,679,109000
3108,534,1687,516,170800
4865,968,2315,893,173500
2275,397,1233,418,162800
1531,326,1271,377,85100
2850,544,1024,515,175000
3999,1079,1591,887,112500
44,6,23,11,212500
246,57,316,52,104200
1157,276,956,232,80400
408,102,302,81,69800
215,45,100,34,81300
1298,363,716,268,76400
1572,402,1046,350,68600
60,15,42,25,67500
2014,410,1354,427,131300
3756,726,2237,686,132900
392,109,287,81,110000
1991,504,1139,423,113600
2178,482,1545,471,112200
2892,685,2104,641,113800
1595,292,991,300,134100
1156,190,643,209,156600
5151,1335,2548,1165,158800
1967,348,1144,364,150100
1982,376,1179,398,130800
2237,580,1438,551,120700
1222,236,819,251,129400
2191,531,1563,524,114200
1899,524,1357,443,97200
1326,346,1023,295,97700
2449,595,1801,548,110300
1428,335,1272,319,93900
950,317,1073,280,107800
1728,403,934,412,133700
2070,357,784,294,182800
1612,354,887,331,146100
2099,569,1135,509,120800
6487,1717,3408,1560,133300
1817,441,1220,389,103600
2751,522,1390,489,165100
1901,295,833,352,210800
1141,213,434,196,186900
1627,336,848,316,144600
1226,279,590,260,140400
1882,361,797,342,140800
1876,389,807,377,141600
1695,345,719,334,139100
1769,332,828,309,150800
1128,240,702,270,134100
1585,329,981,373,135800
1543,339,777,322,142600
1675,317,806,311,135300
1788,368,933,329,133400
1986,427,1041,385,135100
1340,298,766,241,111700
2142,431,1318,431,111600
1485,290,971,303,114600
1042,289,773,248,104700
2313,433,947,430,143300
1917,444,936,435,140300
